Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
534,Conkeldurr,Fighting,,"['Guts', 'Iron Fist', 'Sheer Force']",105,140,95,55,65,45,505,84.16666667,32.71297738,5,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
535,Tympole,Water,,"['Hydration', 'Swift Swim', 'Water Absorb']",50,50,40,50,40,64,294,49,8.062257748,5,Medium Slow,1059860,0,255,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
536,Palpitoad,Water,Ground,"['Hydration', 'Swift Swim', 'Water Absorb']",75,65,55,65,55,69,384,64,7.187952884,5,Medium Slow,1059860,0,120,0,0,0,0,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
537,Seismitoad,Water,Ground,"['Poison Touch', 'Swift Swim', 'Water Absorb']",105,95,75,85,75,74,509,84.83333333,11.69639071,5,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
538,Throh,Fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",120,100,85,30,85,45,465,77.5,30.92329219,5,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
539,Sawk,Fighting,,"['Inner Focus', 'Mold Breaker', 'Sturdy']",75,125,75,30,75,85,465,77.5,27.65110004,5,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
540,Sewaddle,Bug,Grass,"['Chlorophyll', 'Overcoat', 'Swarm']",45,53,70,40,60,42,310,51.66666667,10.65624491,5,Medium Slow,1059860,0,255,0,0,0,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
541,Swadloon,Bug,Grass,"['Chlorophyll', 'Leaf Guard', 'Overcoat']",55,63,90,50,80,42,380,63.33333333,16.78954701,5,Medium Slow,1059860,0,120,0,0,0,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
542,Leavanny,Bug,Grass,"['Chlorophyll', 'Overcoat', 'Swarm']",75,103,80,70,80,92,500,83.33333333,11.04033011,5,Medium Slow,1059860,1,45,0,0,0,0,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
543,Venipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",30,45,59,30,39,57,260,43.33333333,11.61416759,5,Medium Slow,1059860,0,255,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
544,Whirlipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",40,55,99,40,79,47,360,60,21.8936825,5,Medium Slow,1059860,0,120,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
545,Scolipede,Bug,Poison,"['Poison Point', 'Speed Boost', 'Swarm']",60,100,89,55,69,112,485,80.83333333,21.00330662,5,Medium Slow,1059860,1,45,0,0,0,0,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
546,Cottonee,Grass,Fairy,"['Chlorophyll', 'Infiltrator', 'Prankster']",40,27,60,37,50,66,280,46.66666667,13.46188034,5,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
547,Whimsicott,Grass,Fairy,"['Chlorophyll', 'Infiltrator', 'Prankster']",60,67,85,77,75,116,480,80,17.90716802,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
548,Petilil,Grass,,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",45,35,50,70,50,30,280,46.66666667,12.80190958,5,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
549,Lilligant,Grass,,"['Chlorophyll', 'Leaf Guard', 'Own Tempo']",70,60,75,110,75,90,480,80,16.07275127,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
550,Basculin,Water,,"['Adaptability', 'Mold Breaker', 'Reckless']",70,92,65,80,55,98,460,76.66666667,15.00740558,5,Medium Fast,1000000,1,25,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
551,Sandile,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",50,72,35,35,35,65,292,48.66666667,15.12907429,5,Medium Slow,1059860,0,180,0,0,0,0,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
552,Krokorok,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",60,82,45,45,45,74,351,58.5,14.95270321,5,Medium Slow,1059860,0,90,0,0,0,0,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
553,Krookodile,Ground,Dark,"['Anger Point', 'Intimidate', 'Moxie']",95,117,80,65,70,92,519,86.5,17.36615482,5,Medium Slow,1059860,1,45,0,0,0,0,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
554,Darumaka,Fire,,"['Hustle', 'Inner Focus']",70,90,45,15,45,50,315,52.5,23.22893311,5,Medium Slow,1059860,0,120,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
554,Galarian Darumaka,Ice,,"['Hustle', 'Inner Focus']",70,90,45,15,45,50,315,52.5,23.22893311,8,Medium Slow,1059860,0,120,0,0,0,1,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
555,Darmanitan,Fire,,"['Sheer Force', 'Zen Mode']",105,140,55,30,55,95,480,80,36.96845502,5,Medium Slow,1059860,0,60,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
555,Darmanitan Zen-Mode,Fire,Psychic,['Zen Mode'],105,30,105,140,105,55,540,90,36.51483717,5,Medium Slow,1059860,0,60,0,0,0,0,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
555,Galarian Darmanitan,Ice,,"['Gorilla Tactics', 'Zen Mode']",105,140,55,30,55,95,480,80,36.96845502,8,Medium Slow,1059860,0,60,0,0,0,1,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
555,Galarian Darmanitan,Ice,Fire,"['Gorilla Tactics', 'Zen Mode']",105,160,55,30,55,135,540,90,46.9041576,8,Medium Slow,1059860,0,60,0,0,0,1,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
556,Maractus,Grass,,"['Chlorophyll', 'Storm Drain', 'Water Absorb']",75,86,67,106,67,60,461,76.83333333,15.35596156,5,Medium Fast,1000000,1,255,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
557,Dwebble,Bug,Rock,"['Shell Armor', 'Sturdy', 'Weak Armor']",50,65,85,35,35,55,325,54.16666667,17.42045413,5,Medium Fast,1000000,0,190,0,0,0,0,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
558,Crustle,Bug,Rock,"['Shell Armor', 'Sturdy', 'Weak Armor']",70,105,125,65,75,45,485,80.83333333,26.52305077,5,Medium Fast,1000000,1,75,0,0,0,0,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
559,Scraggy,Dark,Fighting,"['Intimidate', 'Moxie', 'Shed Skin']",50,75,70,35,70,48,348,58,14.54876856,5,Medium Fast,1000000,0,180,0,0,0,0,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
560,Scrafty,Dark,Fighting,"['Intimidate', 'Moxie', 'Shed Skin']",65,90,115,45,115,58,488,81.33333333,27.30486322,5,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
561,Sigilyph,Psychic,Flying,"['Magic Guard', 'Tinted Lens', 'Wonder Skin']",72,58,80,103,80,97,490,81.66666667,14.99629584,5,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
562,Yamask,Ghost,,['Mummy'],38,30,85,55,65,30,303,50.5,20.07278423,5,Medium Fast,1000000,0,190,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
562,Galarian Yamask,Ground,Ghost,['Wandering Spirit'],38,55,85,30,65,30,303,50.5,20.07278423,8,Medium Fast,1000000,0,190,0,0,0,1,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
563,Cofagrigus,Ghost,,['Mummy'],58,50,145,95,105,30,483,80.5,38.63827981,5,Medium Fast,1000000,1,90,0,0,0,0,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
564,Tirtouga,Water,Rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",54,78,103,53,45,22,355,59.16666667,25.56962173,5,Medium Fast,1000000,0,45,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
565,Carracosta,Water,Rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",74,108,133,83,65,32,495,82.5,31.96221728,5,Medium Fast,1000000,1,45,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
566,Archen,Rock,Flying,['Defeatist'],55,112,45,74,45,70,401,66.83333333,23.07535963,5,Medium Fast,1000000,0,45,0,0,0,0,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
567,Archeops,Rock,Flying,['Defeatist'],75,140,65,112,65,110,567,94.5,28.0995255,5,Medium Fast,1000000,1,45,0,0,0,0,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
568,Trubbish,Poison,,"['Aftermath', 'Stench', 'Sticky Hold']",50,50,62,40,62,65,329,54.83333333,8.877249324,5,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
569,Garbodor,Poison,,"['Aftermath', 'Stench', 'Weak Armor']",80,95,82,60,82,75,474,79,10.42433051,5,Medium Fast,1000000,1,60,0,0,0,0,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
570,Zorua,Dark,,['Illusion'],40,65,40,80,40,65,330,55,15.8113883,5,Medium Slow,1059860,0,75,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
571,Zoroark,Dark,,['Illusion'],60,105,60,120,60,105,510,85,25.49509757,5,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
572,Minccino,Normal,,"['Cute Charm', 'Skill Link', 'Technician']",55,50,40,40,40,75,300,50,12.58305739,5,Fast,800000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
573,Cinccino,Normal,,"['Cute Charm', 'Skill Link', 'Technician']",75,95,60,65,60,115,470,78.33333333,20.34425936,5,Fast,800000,1,60,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
574,Gothita,Psychic,,"['Competitive', 'Frisk', 'Shadow Tag']",45,30,50,55,65,45,290,48.33333333,10.67187373,5,Medium Slow,1059860,0,200,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
575,Gothorita,Psychic,,"['Competitive', 'Frisk', 'Shadow Tag']",60,45,70,75,85,55,390,65,13.22875656,5,Medium Slow,1059860,0,100,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
576,Gothitelle,Psychic,,"['Competitive', 'Frisk', 'Shadow Tag']",70,55,95,95,110,65,490,81.66666667,19.50783318,5,Medium Slow,1059860,1,50,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
577,Solosis,Psychic,,"['Magic Guard', 'Overcoat', 'Regenerator']",45,30,40,105,50,20,290,48.33333333,27.18251072,5,Medium Slow,1059860,0,200,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
578,Duosion,Psychic,,"['Magic Guard', 'Overcoat', 'Regenerator']",65,40,50,125,60,30,370,61.66666667,30.64129385,5,Medium Slow,1059860,0,100,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
579,Reuniclus,Psychic,,"['Magic Guard', 'Overcoat', 'Regenerator']",110,65,75,125,85,30,490,81.66666667,30.77697552,5,Medium Slow,1059860,1,50,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
580,Ducklett,Water,Flying,"['Big Pecks', 'Hydration', 'Keen Eye']",62,44,50,44,50,55,305,50.83333333,6.282692275,5,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
581,Swanna,Water,Flying,"['Big Pecks', 'Hydration', 'Keen Eye']",75,87,63,87,63,98,473,78.83333333,13.01814972,5,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
582,Vanillite,Ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",36,50,50,65,60,44,305,50.83333333,9.5989004,5,Slow,1250000,0,255,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
583,Vanillish,Ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",51,65,65,80,75,59,395,65.83333333,9.5989004,5,Slow,1250000,0,120,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
584,Vanilluxe,Ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",71,95,85,110,95,79,535,89.16666667,12.60180763,5,Slow,1250000,1,45,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
585,Deerling,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,60,50,40,50,75,335,55.83333333,10.9607887,5,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
586,Sawsbuck,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,100,70,60,70,95,475,79.16666667,14.26436897,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
587,Emolga,Electric,Flying,"['Motor Drive', 'Static']",55,75,60,75,60,103,428,71.33333333,16.09002451,5,Medium Fast,1000000,1,200,0,0,0,0,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
588,Karrablast,Bug,,"['No Guard', 'Shed Skin', 'Swarm']",50,75,45,40,45,60,315,52.5,11.81453907,5,Medium Fast,1000000,0,200,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
589,Escavalier,Bug,Steel,"['Overcoat', 'Shell Armor', 'Swarm']",70,135,105,60,105,20,495,82.5,37.27711541,5,Medium Fast,1000000,1,75,0,0,0,0,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
590,Foongus,Grass,Poison,"['Effect Spore', 'Regenerator']",69,55,45,55,55,15,294,49,16.73320053,5,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
591,Amoonguss,Grass,Poison,"['Effect Spore', 'Regenerator']",114,85,70,85,80,30,464,77.33333333,25.04440501,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
592,Frillish,Water,Ghost,"['Cursed Body', 'Damp', 'Water Absorb']",55,40,50,65,85,40,335,55.83333333,15.65691186,5,Medium Fast,1000000,0,190,0,0,0,0,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
593,Jellicent,Water,Ghost,"['Cursed Body', 'Damp', 'Water Absorb']",100,60,70,85,105,60,480,80,18.02775638,5,Medium Fast,1000000,1,60,0,0,0,0,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
594,Alomomola,Water,,"['Healer', 'Hydration', 'Regenerator']",165,75,80,40,45,65,470,78.33333333,41.39914116,5,Fast,800000,1,75,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
595,Joltik,Bug,Electric,"['Swarm', 'Unnerve']",50,47,50,57,50,65,319,53.16666667,6.094168433,5,Medium Fast,1000000,0,190,0,0,0,0,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
596,Galvantula,Bug,Electric,"['Swarm', 'Unnerve']",70,77,60,97,60,108,472,78.66666667,18.1261015,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
597,Ferroseed,Grass,Steel,['Iron Barbs'],44,50,91,24,86,10,305,50.83333333,29.67836848,5,Medium Fast,1000000,0,255,0,0,0,0,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
598,Ferrothorn,Grass,Steel,"['Anticipation', 'Iron Barbs']",74,94,131,54,116,20,489,81.5,37.39763807,5,Medium Fast,1000000,1,90,0,0,0,0,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
599,Klink,Steel,,"['Clear Body', 'Minus', 'Plus']",40,55,70,45,60,30,300,50,13.22875656,5,Medium Slow,1059860,0,130,0,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
600,Klang,Steel,,"['Clear Body', 'Minus', 'Plus']",60,80,95,70,85,50,440,73.33333333,15.18405597,5,Medium Slow,1059860,0,60,0,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
601,Klinklang,Steel,,"['Clear Body', 'Minus', 'Plus']",60,100,115,70,85,90,520,86.66666667,18.18118686,5,Medium Slow,1059860,1,30,0,0,0,0,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
602,Tynamo,Electric,,['Levitate'],35,55,40,45,40,60,275,45.83333333,8.858454844,5,Slow,1250000,0,190,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
603,Eelektrik,Electric,,['Levitate'],65,85,70,75,70,40,405,67.5,13.76892637,5,Slow,1250000,0,60,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
604,Eelektross,Electric,,['Levitate'],85,115,80,105,80,50,515,85.83333333,20.69957058,5,Slow,1250000,1,30,0,0,0,0,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
605,Elgyem,Psychic,,"['Analytic', 'Synchronize', 'Telepathy']",55,55,55,85,55,30,335,55.83333333,15.92081098,5,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
606,Beheeyem,Psychic,,"['Analytic', 'Synchronize', 'Telepathy']",75,75,75,125,95,40,485,80.83333333,25.56310275,5,Medium Fast,1000000,1,90,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
607,Litwick,Ghost,Fire,"['Flame Body', 'Flash Fire', 'Infiltrator']",50,30,55,65,55,20,275,45.83333333,15.65691186,5,Medium Slow,1059860,0,190,0,0,0,0,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
608,Lampent,Ghost,Fire,"['Flame Body', 'Flash Fire', 'Infiltrator']",60,40,60,95,60,55,370,61.66666667,16.49915823,5,Medium Slow,1059860,0,90,0,0,0,0,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
609,Chandelure,Ghost,Fire,"['Flame Body', 'Flash Fire', 'Infiltrator']",60,55,90,145,90,80,520,86.66666667,29.39198681,5,Medium Slow,1059860,1,45,0,0,0,0,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
610,Axew,Dragon,,"['Mold Breaker', 'Rivalry', 'Unnerve']",46,87,60,30,40,57,320,53.33333333,18.10770247,5,Slow,1250000,0,75,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
611,Fraxure,Dragon,,"['Mold Breaker', 'Rivalry', 'Unnerve']",66,117,70,40,50,67,410,68.33333333,24.2120264,5,Slow,1250000,0,60,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
612,Haxorus,Dragon,,"['Mold Breaker', 'Rivalry', 'Unnerve']",76,147,90,60,70,97,540,90,28.26658805,5,Slow,1250000,1,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
613,Cubchoo,Ice,,"['Rattled', 'Slush Rush', 'Snow Cloak']",55,70,40,60,40,40,305,50.83333333,11.69639071,5,Medium Fast,1000000,0,120,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
614,Beartic,Ice,,"['Slush Rush', 'Snow Cloak', 'Swift Swim']",95,130,80,70,80,50,505,84.16666667,24.56567162,5,Medium Fast,1000000,1,60,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
615,Cryogonal,Ice,,['Levitate'],80,50,50,95,135,105,515,85.83333333,30.19611822,5,Medium Fast,1000000,1,25,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
616,Shelmet,Bug,,"['Hydration', 'Overcoat', 'Shell Armor']",50,40,85,40,65,25,305,50.83333333,19.45436255,5,Medium Fast,1000000,0,200,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
617,Accelgor,Bug,,"['Hydration', 'Sticky Hold', 'Unburden']",80,70,40,100,60,145,495,82.5,33.38537604,5,Medium Fast,1000000,1,75,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
618,Stunfisk,Ground,Electric,"['Limber', 'Sand Veil', 'Static']",109,66,84,81,99,32,471,78.5,24.85122398,5,Medium Fast,1000000,1,75,0,0,0,0,1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1
618,Galarian Stunfisk,Ground,Steel,['Mimicry'],109,81,99,66,84,32,471,78.5,24.85122398,8,Medium Fast,1000000,1,75,0,0,0,1,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
619,Mienfoo,Fighting,,"['Inner Focus', 'Reckless', 'Regenerator']",45,85,50,55,50,65,350,58.33333333,13.43709625,5,Medium Slow,1059860,0,180,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
620,Mienshao,Fighting,,"['Inner Focus', 'Reckless', 'Regenerator']",65,125,60,95,60,105,510,85,25,5,Medium Slow,1059860,1,45,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
621,Druddigon,Dragon,,"['Mold Breaker', 'Rough Skin', 'Sheer Force']",77,120,90,60,90,48,485,80.83333333,23.19782078,5,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
622,Golett,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",59,74,50,35,50,35,303,50.5,13.57387196,5,Medium Fast,1000000,0,190,0,0,0,0,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
623,Golurk,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",89,124,80,55,80,55,483,80.5,23.32916629,5,Medium Fast,1000000,1,90,0,0,0,0,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
624,Pawniard,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",45,85,70,40,40,60,340,56.66666667,16.7497927,5,Medium Fast,1000000,0,120,0,0,0,0,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
625,Bisharp,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",65,125,100,60,70,70,490,81.66666667,23.21398046,5,Medium Fast,1000000,1,45,0,0,0,0,0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1
626,Bouffalant,Normal,,"['Reckless', 'Sap Sipper', 'Soundproof']",95,110,95,40,95,55,490,81.66666667,25.11086529,5,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
627,Rufflet,Normal,Flying,"['Hustle', 'Keen Eye', 'Sheer Force']",70,83,50,37,50,60,350,58.33333333,14.95177433,5,Slow,1250000,0,190,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
628,Braviary,Normal,Flying,"['Defiant', 'Keen Eye', 'Sheer Force']",100,123,75,57,75,80,510,85,21.1266025,5,Slow,1250000,1,60,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
629,Vullaby,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",70,55,75,45,65,60,370,61.66666667,9.860132972,5,Slow,1250000,0,190,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
630,Mandibuzz,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",110,65,105,55,95,80,510,85,20.20725942,5,Slow,1250000,1,60,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
631,Heatmor,Fire,,"['Flash Fire', 'Gluttony', 'White Smoke']",85,97,66,105,66,65,484,80.66666667,16.09002451,5,Medium Fast,1000000,1,90,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
632,Durant,Bug,Steel,"['Hustle', 'Swarm', 'Truant']",58,109,112,48,48,109,484,80.66666667,29.53905137,5,Medium Fast,1000000,1,90,0,0,0,0,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
